Tunniste	Laji	Luokka 2019	Eliöryhmä
MX.60354	Ancylis geminana – pajusirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60357	Ancylis diminutana – raitasirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60355	Ancylis subarcuana – harmosirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60358	Ancylis selenana – tuomisirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60359	Ancylis unculana – paatsamasirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60360	Ancylis myrtillana – mustikkasirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60361	Ancylis apicella – juovasirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60362	Ancylis paludana – rantasirppikääriäinen	NT – Silmälläpidettävät	Kääriäismäiset, Tortricoidea
MX.60363	Ancylis habeleri – rantasirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60365	Ancylis badiana – virnasirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60366	Ancylis achatana – tarhasirppikääriäinen	NA – Arviointiin soveltumattomat	Kääriäismäiset, Tortricoidea
MX.60367	Ancylis mitterbacheriana – tammisirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60368	Ancylis tineana – isosirppikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60375	Eriopsela quadrana – kultapiiskukääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60377	Thiodia citrana – keltakääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60381	Rhopobota myrtillana – mustikkakääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60380	Rhopobota stagnana – ruusuruohokääriäinen	VU – Vaarantuneet	Kääriäismäiset, Tortricoidea
MX.60382	Rhopobota ustomaculana – puolukkakääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60383	Rhopobota naevana – pihlajakääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60386	Spilonota ocellana – lehtisilmukääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60387	Spilonota laricana – lehtikuusikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60389	Gibberifera simplana – haapakääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60391	Epinotia trigonella – kolmiosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60393	Epinotia indecorana – suosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60394	Epinotia sordidana – leppäsoukkokääriäinen	VU – Vaarantuneet	Kääriäismäiset, Tortricoidea
MX.60395	Epinotia solandriana – vaihtelevasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60396	Epinotia brunnichana – pilkkasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60397	Epinotia maculana – sysisoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60398	Epinotia caprana – raitasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60399	Epinotia abbreviana – vaahterasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60401	Epinotia subocellana – kirjosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60402	Epinotia bilunana – kermasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60403	Epinotia ramella – täpläsoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60404	Epinotia demarniana – koivusoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60405	Epinotia immundana – norkkosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60407	Epinotia tetraquetrana – äkämäsoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60408	Epinotia nisella – haapasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60409	Epinotia cinereana – pajusoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60410	Epinotia tenerana – rusosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60411	Epinotia nemorivaga – sianpuolasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60412	Epinotia tedella – kuusisoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.289315	Epinotia fraternana – pihtasoukkokääriäinen	NA – Arviointiin soveltumattomat	Kääriäismäiset, Tortricoidea
MX.60413	Epinotia signatana – tuomisoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60414	Epinotia granitana – runkosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60415	Epinotia rubiginosana – petäjäsoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60416	Epinotia cruciana – juovasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60417	Epinotia mercuriana – lapinsoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60418	Epinotia gimmerthaliana – juolukkasoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60419	Epinotia nanana – kääpiösoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60420	Epinotia crenana – talvisoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60421	Epinotia pygmaeana – vilkkusoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60423	Zeiraphera griseana – havusoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60425	Zeiraphera rufimitrana – pihtasoukkokääriäinen	NA – Arviointiin soveltumattomat	Kääriäismäiset, Tortricoidea
MX.60426	Zeiraphera ratzeburgiana – ruostesoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60427	Zeiraphera isertana – harmosoukkokääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60431	Pelochrista caecimaculana – kaunokkipeilikääriäinen	EN – Erittäin uhanalaiset	Kääriäismäiset, Tortricoidea
MX.60430	Pelochrista mollitana – hirvenjuuripeilikääriäinen	NA – Arviointiin soveltumattomat	Kääriäismäiset, Tortricoidea
MX.60433	Pelochrista infidana – marunapeilikääriäinen	EN – Erittäin uhanalaiset	Kääriäismäiset, Tortricoidea
MX.60432	Pelochrista huebneriana – hietapeilikääriäinen	VU – Vaarantuneet	Kääriäismäiset, Tortricoidea
MX.60452	Pelochrista guentheri – somerikkopeilikääriäinen	EN – Erittäin uhanalaiset	Kääriäismäiset, Tortricoidea
MX.60440	Eucosma obumbratana – ruskopeilikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60443	Eucosma flavispecula – punakeltapeilikääriäinen	NT – Silmälläpidettävät	Kääriäismäiset, Tortricoidea
MX.60435	Eucosma cana – kirjopeilikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60436	Eucosma hohenwartiana – ahdepeilikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60438	Eucosma fulvana – ketopeilikääriäinen	VU – Vaarantuneet	Kääriäismäiset, Tortricoidea
MX.60455	Eucosma campoliliana – villakkopeilikääriäinen	NT – Silmälläpidettävät	Kääriäismäiset, Tortricoidea
MX.60447	Eucosma aemulana – pikkupeilikääriäinen	NT – Silmälläpidettävät	Kääriäismäiset, Tortricoidea
MX.60450	Eucosma lacteana – maitopeilikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60453	Eucosma metzneriana – pujopeilikääriäinen	LC – Elinvoimaiset	Kääriäismäiset, Tortricoidea
MX.60454	Eucosma messingiana – messinkipeilikääriäinen	NA – Arviointiin soveltumattomat	Kääriäismäiset, Tortricoidea
